,name,type,EFA,thc_input,cbd_input
882,Star Berry Indica,Indica,"Relaxed, Uplifted, Happy, Euphoric, Energetic, Dry Mouth, Paranoid, Berry, Citrus, Lemon, Stress, Pain, Insomnia, Inflammation",858.4444444444445,13.0
883,Star Killer,Hybrid,"Relaxed, Euphoric, Sleepy, Happy, Hungry, Dry Mouth, Paranoid, Anxious, Lemon, Earthy, Pain, Stress, Insomnia, Depression, Nausea",861.6176470588235,16.0
884,Star Master Kush,Indica,"Relaxed, Sleepy, Euphoric, Uplifted, Dry Mouth, Skunk, Pine, Earthy, Stress, Insomnia, Pain, Lack of Appetite, Nausea",858.4444444444445,13.0
885,StarBud,Hybrid,"Relaxed, Euphoric, Happy, Sleepy, Hungry, Dry Mouth, Anxious, Earthy, Insomnia, Stress, Pain, Lack of Appetite, Muscle Spasms",861.6176470588235,16.0
886,Stephen Hawking Kush,Hybrid,"Relaxed, Happy, Euphoric, Focused, Uplifted, Dry Mouth, Paranoid, Earthy, Pine, Stress, Pain, Nausea, Depression",861.6176470588235,16.0
887,Strawberry Cheesecake,Hybrid,"Relaxed, Uplifted, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious, Strawberry, Sweet, Depression, Pain, Lack of Appetite, Stress",861.6176470588235,16.0
888,Strawberry Fields,Hybrid,"Relaxed, Euphoric, Happy, Uplifted, Hungry, Dry Mouth, Paranoid, Strawberry, Berry, Sweet, Stress, Pain, Muscle Spasms, Depression, Insomnia",861.6176470588235,16.0
889,Strawberry Frost,Indica,"Happy, Horny, Relaxed, Hungry, Dry Mouth, Sweet, Strawberry, Earthy, Depression, Stress, Lack of Appetite",858.4444444444445,13.0
890,Sugar Black Rose,Hybrid,"Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth, Anxious, Sweet, Rose, Earthy, Stress, Insomnia, Muscle Spasms, Lack of Appetite",861.6176470588235,16.0
891,Sugar Kush,Hybrid,"Relaxed, Sleepy, Hungry, Happy, Tingly, Dry Mouth, Sweet, Earthy, Insomnia, Stress, Lack of Appetite, Pain",861.6176470588235,16.0
892,Sugar Mama,Indica,"Euphoric, Relaxed, Happy, Uplifted, Horny, Dry Mouth, Sweet, Citrus, Stress, Depression, Pain, Insomnia",858.4444444444445,13.0
893,Sunshine Daydream,Hybrid,"Relaxed, Euphoric, Happy, Hungry, Uplifted, Dry Mouth, Anxious, Sweet, Citrus, Blueberry, Inflammation, Pain, Depression, Nausea, Insomnia",861.6176470588235,16.0
894,Super Bud,Hybrid,"Relaxed, Sleepy, Happy, Creative, Dry Mouth, Anxious, Citrus, Mint, Insomnia, Lack of Appetite, Pain, Stress",861.6176470588235,16.0
895,Super Cheese,Hybrid,"Euphoric, Relaxed, Happy, Sleepy, Energetic, Dry Mouth, Earthy, Insomnia, Pain, Stress, Depression",861.6176470588235,16.0
896,Super Chronic,Indica,"Happy, Relaxed, Sleepy, Euphoric, Focused, Dry Mouth, Earthy, Pine, Inflammation, Pain, Insomnia, Nausea, Stress",858.4444444444445,13.0
897,Super Kush,Hybrid,"Relaxed, Happy, Euphoric, Uplifted, Hungry, Dry Mouth, Anxious, Paranoid, Earthy, Pine, Stress, Insomnia, Lack of Appetite, Muscle Spasms, Depression",861.6176470588235,16.0
898,Supergirl,Hybrid,"Happy, Relaxed, Sleepy, Euphoric, Dry Mouth, Paranoid, Earthy, Stress, Depression, Pain, Lack of Appetite",861.6176470588235,16.0
899,Sweet and Sour Widow,Indica,"Relaxed, Happy, Uplifted, Euphoric, Tingly, Dry Mouth, Paranoid, Earthy, Sweet, Pain, Stress, Depression, Insomnia",858.4444444444445,13.0
900,Sweet Baby Jane,Indica,"Relaxed, Happy, Sleepy, Tingly, Dry Mouth, Citrus, Sweet, Muscle Spasms, Stress, Pain, Inflammation, Insomnia",858.4444444444445,13.0
901,Sweet Black Angel,Hybrid,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Sweet, Berry, Pine, Depression, Stress, Pain, Insomnia",861.6176470588235,16.0
902,Sweet Deep Grapefruit,Hybrid,"Relaxed, Sleepy, Euphoric, Hungry, Happy, Dry Mouth, Paranoid, Citrus, Sweet, Pain, Inflammation, Stress, Insomnia",861.6176470588235,16.0
903,Sweet Lafayette,Hybrid,"Relaxed, Happy, Euphoric, Uplifted, Horny, Dry Mouth, Citrus, Earthy, Pine, Stress, Depression, Pain, Insomnia",861.6176470588235,16.0
904,Swiss Indica,Hybrid,"Energetic, Creative, Relaxed, Happy, Uplifted, Dry Mouth, Ammonia, Berry, Pain, Stress, Inflammation, Insomnia, Depression",861.6176470588235,16.0
905,Terminator OG,Indica,"Relaxed, Happy, Sleepy, Creative, Uplifted, Dry Mouth, Sweet, Pine, Rose, Stress, Insomnia, Pain, Muscle Spasms",858.4444444444445,13.0
906,The Black,Hybrid,"Relaxed, Sleepy, Happy, Tingly, Euphoric, Dry Mouth, Anxious, Paranoid, Earthy, Sweet, Insomnia, Stress, Pain, Muscle Spasms, Inflammation",861.6176470588235,16.0
907,The OX,Hybrid,"Relaxed, Happy, Uplifted, Tingly, Dry Mouth, Paranoid, Sweet, Citrus, Coffee, Pain, Stress, Inflammation, Depression, Muscle Spasms",861.6176470588235,16.0
908,The Sister,Indica,"Relaxed, Uplifted, Horny, Tingly, Creative, Dry Mouth, Sweet, Skunk, Pain, Insomnia, Depression, Lack of Appetite",858.4444444444445,13.0
909,Tora Bora,Hybrid,"Relaxed, Tingly, Sleepy, Happy, Euphoric, Dry Mouth, Paranoid, Earthy, Pine, Pain, Stress, Insomnia, Inflammation, Muscle Spasms",861.6176470588235,16.0
910,Tranquil Elephantizer: Remix,Indica,"Relaxed, Sleepy, Happy, Tingly, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Pepper, Sweet, Pain, Nausea, Insomnia, Muscle Spasms, Stress",858.4444444444445,13.0
911,Triangle Kush,Indica,"Relaxed, Euphoric, Uplifted, Happy, Sleepy, Dry Mouth, Paranoid, Earthy, Skunk, Depression, Pain, Stress, Insomnia",858.4444444444445,13.0
912,True X,Indica,"Sleepy, Relaxed, Tingly, Uplifted, Energetic, Dry Mouth, Earthy, Pine, Stress, Depression, Insomnia",858.4444444444445,13.0
913,Truffle Butter,Indica,"Horny, Sleepy, Euphoric, Happy, Dry Mouth, Sweet, Vanilla, Inflammation, Insomnia, Pain, Stress",858.4444444444445,13.0
914,Tuna Kush,Indica,"Relaxed, Uplifted, Sleepy, Happy, Euphoric, Dry Mouth, Paranoid, Skunk, Sweet, Stress, Depression, Insomnia, Lack of Appetite",858.4444444444445,13.0
915,Tyson,Indica,"Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Stress, Insomnia, Muscle Spasms, Pain",858.4444444444445,13.0
916,U2 Kush,Hybrid,"Relaxed, Sleepy, Happy, Hungry, Uplifted, Dry Mouth, Anxious, Sweet, Depression, Insomnia, Stress, Pain",861.6176470588235,16.0
917,UltraViolet OG,Hybrid,"Relaxed, Uplifted, Tingly, Creative, Happy, Dry Mouth, Paranoid, Berry, Earthy, Stress, Depression, Insomnia, Pain",861.6176470588235,16.0
918,UW,Indica,"Relaxed, Sleepy, Hungry, Happy, Euphoric, Dry Mouth, Paranoid, Anxious, Earthy, Berry, Insomnia, Stress, Pain, Lack of Appetite, Depression",858.4444444444445,13.0
919,Vader OG,Hybrid,"Relaxed, Happy, Talkative, Creative, Anxious, Earthy, Sweet, Pain, Stress, Depression, Insomnia",861.6176470588235,16.0
920,Violator Kush,Indica,"Relaxed, Sleepy, Euphoric, Happy, Focused, Dry Mouth, Paranoid, Anxious, Earthy, Depression, Stress, Insomnia, Pain",858.4444444444445,13.0
921,West Coast Dawg,Indica,"Euphoric, Uplifted, Relaxed, Creative, Happy, Dry Mouth, Sweet, Pain, Stress, Depression, Insomnia",858.4444444444445,13.0
922,Whitaker Blues,Hybrid,"Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth, Sweet, Apple, Stress, Insomnia, Depression, Pain",861.6176470588235,16.0
923,White Bastard,Indica,"Relaxed, Euphoric, Sleepy, Focused, Happy, Sweet, Blueberry, Pine, Muscle Spasms, Pain, Inflammation",858.4444444444445,13.0
924,White Caramel Cookie,Indica,"Euphoric, Relaxed, Horny, Sleepy, Talkative, Dry Mouth, Sweet, Berry, Grape, Depression, Lack of Appetite, Muscle Spasms, Pain, Stress",858.4444444444445,13.0
925,White Dragon,Hybrid,"Relaxed, Happy, Talkative, Hungry, Euphoric, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Pain, Stress, Insomnia, Depression",861.6176470588235,16.0
926,White Empress,Hybrid,"Euphoric, Happy, Relaxed, Sleepy, Uplifted, Sweet, Citrus, Earthy, Depression, Stress",861.6176470588235,16.0
927,White Fire 43,Indica,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Sweet, Earthy, Stress, Pain, Depression, Insomnia",858.4444444444445,13.0
928,White Kryptonite,Hybrid,"Relaxed, Happy, Euphoric, Uplifted, Dry Mouth, Berry, Sweet, Stress, Depression, Insomnia, Pain",861.6176470588235,16.0
929,White Kush,Hybrid,"Sleepy, Relaxed, Hungry, Horny, Happy, Dry Mouth, Paranoid, Anxious, Berry, Sweet, Insomnia, Pain, Stress, Depression, Lack of Appetite",861.6176470588235,16.0
930,White OG,Hybrid,"Relaxed, Euphoric, Happy, Sleepy, Uplifted, Dry Mouth, Earthy, Pine, Stress, Pain, Insomnia, Depression, Nausea",861.6176470588235,16.0
931,White Tygh Dream,Indica,"Sleepy, Focused, Happy, Relaxed, Hungry, Citrus, Earthy, Pain, Stress, Inflammation, Insomnia, Lack of Appetite",858.4444444444445,13.0
932,Whitewalker OG,Hybrid,"Relaxed, Happy, Tingly, Euphoric, Sleepy, Paranoid, Dry Mouth, Earthy, Sweet, Stress, Pain, Lack of Appetite, Nausea, Depression",861.6176470588235,16.0
933,Wonder Kid,Indica,"Euphoric, Happy, Relaxed, Tingly, Uplifted, Paranoid, Sweet, Citrus, Muscle Spasms, Depression, Lack of Appetite, Stress",858.4444444444445,13.0
934,Wonder Woman OG,Indica,"Relaxed, Sleepy, Horny, Tingly, Uplifted, Dry Mouth, Paranoid, Citrus, Stress, Insomnia, Pain, Inflammation, Nausea",858.4444444444445,13.0
935,Woody Kush,Hybrid,"Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Paranoid, Pine, Earthy, Insomnia, Stress, Depression, Pain, Lack of Appetite",861.6176470588235,16.0
936,WSU,Indica,"Relaxed, Euphoric, Hungry, Happy, Talkative, Dry Mouth, Pine, Earthy, Berry, Pain, Stress, Depression, Insomnia, Lack of Appetite",858.4444444444445,13.0
937,X-Wing,Indica,"Happy, Sleepy, Relaxed, Creative, Hungry, Dry Mouth, Earthy, Sweet, Stress, Depression, Insomnia, Pain, Lack of Appetite",858.4444444444445,13.0
938,XXX 420,Indica,"Relaxed, Talkative, Happy, Uplifted, Energetic, Dry Mouth, Paranoid, Sweet, Berry, Blueberry, Depression, Stress, Insomnia, Lack of Appetite",858.4444444444445,13.0
939,XXX OG,Indica,"Sleepy, Relaxed, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Earthy, Pine, Stress, Pain, Insomnia, Depression, Lack of Appetite",858.4444444444445,13.0
940,Zkittlez,Indica,"Relaxed, Happy, Euphoric, Uplifted, Creative, Dry Mouth, Anxious, Sweet, Berry, Citrus, Stress, Depression, Pain, Muscle Spasms",858.4444444444445,13.0
941,Zoom Pie,Indica,"Hungry, Uplifted, Relaxed, Happy, Berry, Earthy, Muscle Spasms, Pain, Insomnia, Lack of Appetite",858.4444444444445,13.0
